     0 | base=nan | val=0.236715 | acc1=nan | Wμ=nan | Aμ=nan | Wmax=nan | Amax=nan |LR=nan | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    11 | base=0.014402 | val=0.245751 | acc1=0.9230 | Wμ=9.795 | Aμ=10.048 | Wmax=10.086 | Amax=10.030 |LR=0.001198 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    13 | base=0.020034 | val=0.246385 | acc1=0.9224 | Wμ=9.800 | Aμ=10.066 | Wmax=10.097 | Amax=10.057 |LR=0.001398 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    15 | base=0.032006 | val=0.252140 | acc1=0.9218 | Wμ=9.814 | Aμ=10.078 | Wmax=10.177 | Amax=10.075 |LR=0.001598 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    17 | base=0.041209 | val=0.267778 | acc1=0.9156 | Wμ=9.830 | Aμ=10.089 | Wmax=10.225 | Amax=10.073 |LR=0.001798 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    19 | base=0.047710 | val=0.257121 | acc1=0.9192 | Wμ=9.847 | Aμ=10.090 | Wmax=10.295 | Amax=10.082 |LR=0.001998 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    21 | base=0.043849 | val=0.267824 | acc1=0.9150 | Wμ=9.599 | Aμ=9.867 | Wmax=9.943 | Amax=10.022 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    23 | base=0.058184 | val=0.257762 | acc1=0.9179 | Wμ=9.077 | Aμ=9.572 | Wmax=9.594 | Amax=9.989 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    25 | base=0.045044 | val=0.262549 | acc1=0.9166 | Wμ=8.608 | Aμ=9.235 | Wmax=9.212 | Amax=9.918 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    27 | base=0.037934 | val=0.256883 | acc1=0.9194 | Wμ=8.165 | Aμ=8.889 | Wmax=8.852 | Amax=9.790 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    29 | base=0.028396 | val=0.253885 | acc1=0.9214 | Wμ=7.722 | Aμ=8.519 | Wmax=8.508 | Amax=9.636 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    31 | base=0.034849 | val=0.251586 | acc1=0.9218 | Wμ=7.302 | Aμ=8.162 | Wmax=8.175 | Amax=9.466 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    33 | base=0.042624 | val=0.254302 | acc1=0.9189 | Wμ=6.908 | Aμ=7.828 | Wmax=7.852 | Amax=9.248 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    35 | base=0.034172 | val=0.260237 | acc1=0.9184 | Wμ=6.532 | Aμ=7.497 | Wmax=7.531 | Amax=8.986 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    37 | base=0.047962 | val=0.264351 | acc1=0.9181 | Wμ=6.153 | Aμ=7.185 | Wmax=7.238 | Amax=8.662 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    39 | base=0.047940 | val=0.279892 | acc1=0.9105 | Wμ=5.776 | Aμ=6.909 | Wmax=6.919 | Amax=8.426 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    41 | base=0.070310 | val=0.268284 | acc1=0.9138 | Wμ=5.417 | Aμ=6.641 | Wmax=6.615 | Amax=8.195 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    43 | base=0.062656 | val=0.275415 | acc1=0.9119 | Wμ=5.060 | Aμ=6.395 | Wmax=6.322 | Amax=7.983 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    45 | base=0.070967 | val=0.278147 | acc1=0.9132 | Wμ=4.719 | Aμ=6.174 | Wmax=6.066 | Amax=7.801 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    47 | base=0.075245 | val=0.285786 | acc1=0.9103 | Wμ=4.373 | Aμ=5.968 | Wmax=5.755 | Amax=7.577 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    49 | base=0.093685 | val=0.311991 | acc1=0.9005 | Wμ=4.058 | Aμ=5.790 | Wmax=5.459 | Amax=7.435 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    51 | base=0.078658 | val=0.289481 | acc1=0.9064 | Wμ=3.733 | Aμ=5.638 | Wmax=5.170 | Amax=7.219 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    53 | base=0.109395 | val=0.277703 | acc1=0.9147 | Wμ=3.433 | Aμ=5.511 | Wmax=4.907 | Amax=7.055 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    55 | base=0.124823 | val=0.321471 | acc1=0.8985 | Wμ=3.137 | Aμ=5.370 | Wmax=4.700 | Amax=6.883 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    57 | base=0.115597 | val=0.305308 | acc1=0.9081 | Wμ=2.870 | Aμ=5.247 | Wmax=4.459 | Amax=6.700 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    59 | base=0.166008 | val=0.316714 | acc1=0.9007 | Wμ=2.633 | Aμ=5.146 | Wmax=4.248 | Amax=6.539 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    61 | base=0.146467 | val=0.360360 | acc1=0.8893 | Wμ=2.418 | Aμ=5.053 | Wmax=4.087 | Amax=6.392 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    63 | base=0.164769 | val=0.411629 | acc1=0.8707 | Wμ=2.230 | Aμ=4.959 | Wmax=3.907 | Amax=6.267 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    65 | base=0.188916 | val=0.405093 | acc1=0.8742 | Wμ=2.067 | Aμ=4.869 | Wmax=3.807 | Amax=6.190 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    67 | base=0.218301 | val=0.477996 | acc1=0.8563 | Wμ=1.937 | Aμ=4.779 | Wmax=3.700 | Amax=6.066 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    69 | base=0.267798 | val=0.491750 | acc1=0.8507 | Wμ=1.826 | Aμ=4.700 | Wmax=3.585 | Amax=6.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    71 | base=0.329365 | val=0.504908 | acc1=0.8456 | Wμ=1.730 | Aμ=4.612 | Wmax=3.459 | Amax=5.833 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    73 | base=0.325408 | val=0.423406 | acc1=0.8692 | Wμ=1.649 | Aμ=4.541 | Wmax=3.322 | Amax=5.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    75 | base=0.313284 | val=0.734680 | acc1=0.7845 | Wμ=1.580 | Aμ=4.434 | Wmax=3.170 | Amax=5.672 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    77 | base=0.372126 | val=0.554950 | acc1=0.8251 | Wμ=1.520 | Aμ=4.332 | Wmax=3.170 | Amax=5.459 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    79 | base=0.437407 | val=0.775628 | acc1=0.7725 | Wμ=1.471 | Aμ=4.229 | Wmax=3.000 | Amax=5.358 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    81 | base=0.417319 | val=0.638196 | acc1=0.8006 | Wμ=1.426 | Aμ=4.136 | Wmax=3.000 | Amax=5.209 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    83 | base=0.505299 | val=0.990185 | acc1=0.7102 | Wμ=1.387 | Aμ=4.027 | Wmax=3.000 | Amax=5.044 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    85 | base=0.437901 | val=0.560199 | acc1=0.8232 | Wμ=1.344 | Aμ=3.927 | Wmax=2.807 | Amax=4.954 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    87 | base=0.468920 | val=1.193067 | acc1=0.6701 | Wμ=1.306 | Aμ=3.827 | Wmax=2.585 | Amax=4.755 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    89 | base=0.478363 | val=0.791076 | acc1=0.7702 | Wμ=1.272 | Aμ=3.707 | Wmax=2.585 | Amax=4.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    91 | base=0.505119 | val=0.546219 | acc1=0.8279 | Wμ=1.238 | Aμ=3.610 | Wmax=2.585 | Amax=4.392 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    93 | base=0.511217 | val=1.100288 | acc1=0.6556 | Wμ=1.208 | Aμ=3.500 | Wmax=2.585 | Amax=4.248 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    95 | base=0.588775 | val=0.638233 | acc1=0.7965 | Wμ=1.184 | Aμ=3.362 | Wmax=2.322 | Amax=4.087 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    97 | base=0.589432 | val=1.062030 | acc1=0.6846 | Wμ=1.160 | Aμ=3.242 | Wmax=2.322 | Amax=3.907 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
    99 | base=0.516619 | val=0.793664 | acc1=0.7600 | Wμ=1.138 | Aμ=3.139 | Wmax=2.322 | Amax=3.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   101 | base=0.506846 | val=0.665556 | acc1=0.7968 | Wμ=1.117 | Aμ=3.006 | Wmax=2.322 | Amax=3.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   103 | base=0.504820 | val=0.835779 | acc1=0.7485 | Wμ=1.098 | Aμ=2.901 | Wmax=2.000 | Amax=3.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   105 | base=0.529045 | val=0.927864 | acc1=0.7315 | Wμ=1.081 | Aμ=2.764 | Wmax=2.000 | Amax=3.170 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   107 | base=0.493612 | val=0.633103 | acc1=0.8044 | Wμ=1.066 | Aμ=2.680 | Wmax=2.000 | Amax=3.170 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   109 | base=0.497994 | val=0.762636 | acc1=0.7560 | Wμ=1.054 | Aμ=2.634 | Wmax=2.000 | Amax=3.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   111 | base=0.612440 | val=0.539106 | acc1=0.8261 | Wμ=1.043 | Aμ=2.539 | Wmax=2.000 | Amax=3.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   113 | base=0.561301 | val=1.028031 | acc1=0.6960 | Wμ=1.034 | Aμ=2.425 | Wmax=2.000 | Amax=2.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   115 | base=0.687369 | val=1.076706 | acc1=0.6732 | Wμ=1.029 | Aμ=2.303 | Wmax=2.000 | Amax=2.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   117 | base=0.647537 | val=1.131082 | acc1=0.6742 | Wμ=1.026 | Aμ=2.259 | Wmax=2.000 | Amax=2.807 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   119 | base=0.587467 | val=0.700536 | acc1=0.7798 | Wμ=1.024 | Aμ=2.215 | Wmax=2.000 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   121 | base=0.687837 | val=0.649060 | acc1=0.7912 | Wμ=1.020 | Aμ=2.128 | Wmax=1.585 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   123 | base=0.648724 | val=0.906573 | acc1=0.7211 | Wμ=1.018 | Aμ=2.027 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   125 | base=0.678617 | val=0.633166 | acc1=0.7957 | Wμ=1.014 | Aμ=1.965 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   127 | base=0.688823 | val=0.582400 | acc1=0.8102 | Wμ=1.012 | Aμ=1.932 | Wmax=1.585 | Amax=2.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   129 | base=0.688160 | val=0.705403 | acc1=0.7709 | Wμ=1.009 | Aμ=1.907 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   131 | base=0.673626 | val=0.804961 | acc1=0.7598 | Wμ=1.007 | Aμ=1.846 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   133 | base=0.743713 | val=0.647467 | acc1=0.7825 | Wμ=1.003 | Aμ=1.798 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   135 | base=0.864586 | val=0.896065 | acc1=0.7057 | Wμ=1.002 | Aμ=1.739 | Wmax=1.585 | Amax=2.322 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   137 | base=0.722454 | val=0.641343 | acc1=0.7979 | Wμ=1.001 | Aμ=1.703 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   139 | base=0.847441 | val=0.629114 | acc1=0.7966 | Wμ=1.001 | Aμ=1.628 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   141 | base=0.946040 | val=0.800929 | acc1=0.7600 | Wμ=0.999 | Aμ=1.576 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   143 | base=0.875530 | val=0.781493 | acc1=0.7570 | Wμ=0.998 | Aμ=1.524 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   145 | base=0.877835 | val=0.895197 | acc1=0.7439 | Wμ=0.996 | Aμ=1.472 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   147 | base=0.929856 | val=1.635598 | acc1=0.6347 | Wμ=0.996 | Aμ=1.459 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   149 | base=0.876198 | val=0.850903 | acc1=0.7265 | Wμ=0.994 | Aμ=1.456 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   151 | base=0.935912 | val=0.731906 | acc1=0.7869 | Wμ=0.994 | Aμ=1.457 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   153 | base=0.924261 | val=0.677422 | acc1=0.7875 | Wμ=0.994 | Aμ=1.456 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   155 | base=0.831237 | val=0.810457 | acc1=0.7449 | Wμ=0.994 | Aμ=1.455 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   157 | base=0.886376 | val=1.048681 | acc1=0.7037 | Wμ=0.993 | Aμ=1.451 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   159 | base=0.894168 | val=0.720096 | acc1=0.7620 | Wμ=0.994 | Aμ=1.436 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   161 | base=0.947390 | val=0.932435 | acc1=0.7038 | Wμ=0.993 | Aμ=1.398 | Wmax=1.585 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   163 | base=0.890533 | val=1.192998 | acc1=0.6863 | Wμ=0.992 | Aμ=1.365 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   165 | base=0.880937 | val=0.846909 | acc1=0.7274 | Wμ=0.992 | Aμ=1.327 | Wmax=1.585 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   167 | base=0.964697 | val=0.718349 | acc1=0.7679 | Wμ=0.992 | Aμ=1.311 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   169 | base=0.969755 | val=0.684252 | acc1=0.7656 | Wμ=0.991 | Aμ=1.297 | Wmax=1.585 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   171 | base=0.993011 | val=0.794837 | acc1=0.7414 | Wμ=0.992 | Aμ=1.282 | Wmax=1.000 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   173 | base=0.987409 | val=0.703677 | acc1=0.7621 | Wμ=0.991 | Aμ=1.275 | Wmax=1.000 | Amax=2.000 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   175 | base=1.045589 | val=0.721190 | acc1=0.7641 | Wμ=0.991 | Aμ=1.273 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   177 | base=0.975965 | val=1.013659 | acc1=0.7083 | Wμ=0.991 | Aμ=1.264 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   179 | base=0.963485 | val=0.895703 | acc1=0.7230 | Wμ=0.991 | Aμ=1.239 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   181 | base=1.086040 | val=0.738862 | acc1=0.7578 | Wμ=0.989 | Aμ=1.174 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   183 | base=1.080456 | val=0.822580 | acc1=0.7236 | Wμ=0.989 | Aμ=1.141 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   185 | base=1.017265 | val=0.768714 | acc1=0.7517 | Wμ=0.989 | Aμ=1.135 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   187 | base=1.135326 | val=0.897783 | acc1=0.7064 | Wμ=0.989 | Aμ=1.129 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   189 | base=1.137810 | val=0.843761 | acc1=0.7325 | Wμ=0.989 | Aμ=1.124 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   191 | base=1.062827 | val=0.788420 | acc1=0.7414 | Wμ=0.990 | Aμ=1.125 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   193 | base=1.092832 | val=1.098718 | acc1=0.6936 | Wμ=0.990 | Aμ=1.125 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   195 | base=1.049430 | val=0.818048 | acc1=0.7355 | Wμ=0.989 | Aμ=1.125 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   197 | base=1.004427 | val=1.346504 | acc1=0.6544 | Wμ=0.989 | Aμ=1.124 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   199 | base=1.030966 | val=1.092708 | acc1=0.6865 | Wμ=0.989 | Aμ=1.124 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
   201 | base=1.044021 | val=0.861171 | acc1=0.7381 | Wμ=0.990 | Aμ=1.124 | Wmax=1.000 | Amax=1.585 |LR=0.002 | ‖g‖=nan | satA=nan | satW=nan | εμ=nan | εvar=nan | corr(ε,x)=nan | t=nans
