     0 | train=nan | val=nan | lr=nan | t_train=nan | t_val=1.73 | mem=248.9 | psnr_b100=27.621, psnr_set14=28.302, psnr_set5=32.057, psnr_urban100=26.141, ssim_b100=0.738, ssim_set14=0.861, ssim_set5=0.906, ssim_urban100=0.963 |
    28 | train=5.618865 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.07 | mem=383.9 | psnr_b100=10.334, psnr_set14=10.023, psnr_set5=9.909, psnr_urban100=9.708, ssim_b100=0.024, ssim_set14=0.108, ssim_set5=0.075, ssim_urban100=0.257 |
    29 | train=5.193485 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.06 | mem=383.9 | psnr_b100=13.445, psnr_set14=13.042, psnr_set5=13.028, psnr_urban100=12.765, ssim_b100=0.064, ssim_set14=0.241, ssim_set5=0.170, ssim_urban100=0.567 |
    30 | train=4.134640 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.06 | mem=383.9 | psnr_b100=13.200, psnr_set14=12.676, psnr_set5=12.755, psnr_urban100=12.471, ssim_b100=0.061, ssim_set14=0.236, ssim_set5=0.147, ssim_urban100=0.578 |
    31 | train=2.708997 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.07 | mem=383.9 | psnr_b100=12.473, psnr_set14=12.092, psnr_set5=12.148, psnr_urban100=11.885, ssim_b100=0.044, ssim_set14=0.151, ssim_set5=0.100, ssim_urban100=0.482 |
    32 | train=1.297882 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.07 | mem=383.9 | psnr_b100=14.537, psnr_set14=14.022, psnr_set5=14.380, psnr_urban100=13.795, ssim_b100=0.088, ssim_set14=0.277, ssim_set5=0.201, ssim_urban100=0.624 |
    33 | train=0.831945 | val=nan | lr=0.02 | t_train=12.72 | t_val=12.06 | mem=383.9 | psnr_b100=13.130, psnr_set14=12.893, psnr_set5=13.345, psnr_urban100=12.694, ssim_b100=0.059, ssim_set14=0.159, ssim_set5=0.115, ssim_urban100=0.614 |
    34 | train=0.677962 | val=nan | lr=0.02 | t_train=12.75 | t_val=12.01 | mem=383.9 | psnr_b100=12.980, psnr_set14=13.054, psnr_set5=13.075, psnr_urban100=12.649, ssim_b100=0.057, ssim_set14=0.291, ssim_set5=0.189, ssim_urban100=0.624 |
    35 | train=0.423082 | val=nan | lr=0.02 | t_train=12.68 | t_val=12.02 | mem=383.9 | psnr_b100=13.583, psnr_set14=13.220, psnr_set5=13.567, psnr_urban100=13.110, ssim_b100=0.064, ssim_set14=0.231, ssim_set5=0.158, ssim_urban100=0.665 |
    36 | train=0.220110 | val=nan | lr=0.02 | t_train=12.76 | t_val=12.11 | mem=383.9 | psnr_b100=14.460, psnr_set14=14.304, psnr_set5=14.895, psnr_urban100=14.096, ssim_b100=0.088, ssim_set14=0.335, ssim_set5=0.227, ssim_urban100=0.717 |
    37 | train=0.164337 | val=nan | lr=0.02 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=19.024, psnr_set14=18.711, psnr_set5=19.038, psnr_urban100=18.018, ssim_b100=0.196, ssim_set14=0.445, ssim_set5=0.336, ssim_urban100=0.779 |
    38 | train=0.141672 | val=nan | lr=0.019964 | t_train=12.80 | t_val=12.15 | mem=383.9 | psnr_b100=19.000, psnr_set14=18.582, psnr_set5=18.579, psnr_urban100=17.724, ssim_b100=0.249, ssim_set14=0.463, ssim_set5=0.370, ssim_urban100=0.834 |
    39 | train=0.162422 | val=nan | lr=0.019926 | t_train=12.84 | t_val=12.17 | mem=383.9 | psnr_b100=19.684, psnr_set14=19.067, psnr_set5=19.917, psnr_urban100=18.502, ssim_b100=0.247, ssim_set14=0.495, ssim_set5=0.422, ssim_urban100=0.833 |
    40 | train=0.113378 | val=nan | lr=0.019888 | t_train=12.85 | t_val=12.19 | mem=383.9 | psnr_b100=17.897, psnr_set14=17.771, psnr_set5=18.252, psnr_urban100=17.190, ssim_b100=0.223, ssim_set14=0.499, ssim_set5=0.399, ssim_urban100=0.794 |
    41 | train=0.133289 | val=nan | lr=0.019851 | t_train=12.81 | t_val=12.16 | mem=383.9 | psnr_b100=20.465, psnr_set14=20.479, psnr_set5=20.823, psnr_urban100=19.438, ssim_b100=0.238, ssim_set14=0.461, ssim_set5=0.367, ssim_urban100=0.836 |
    42 | train=0.096092 | val=nan | lr=0.019813 | t_train=12.82 | t_val=12.15 | mem=383.9 | psnr_b100=21.557, psnr_set14=21.263, psnr_set5=21.915, psnr_urban100=20.008, ssim_b100=0.314, ssim_set14=0.548, ssim_set5=0.443, ssim_urban100=0.854 |
    43 | train=0.075621 | val=nan | lr=0.019775 | t_train=12.78 | t_val=12.12 | mem=383.9 | psnr_b100=22.177, psnr_set14=22.026, psnr_set5=22.486, psnr_urban100=20.543, ssim_b100=0.339, ssim_set14=0.547, ssim_set5=0.449, ssim_urban100=0.861 |
    44 | train=0.081713 | val=nan | lr=0.019738 | t_train=12.81 | t_val=12.15 | mem=383.9 | psnr_b100=21.240, psnr_set14=21.250, psnr_set5=22.187, psnr_urban100=20.065, ssim_b100=0.326, ssim_set14=0.571, ssim_set5=0.500, ssim_urban100=0.872 |
    45 | train=0.079480 | val=nan | lr=0.0197 | t_train=12.82 | t_val=12.16 | mem=383.9 | psnr_b100=20.618, psnr_set14=20.536, psnr_set5=21.301, psnr_urban100=19.379, ssim_b100=0.273, ssim_set14=0.522, ssim_set5=0.446, ssim_urban100=0.839 |
    46 | train=0.089527 | val=nan | lr=0.019663 | t_train=12.95 | t_val=12.20 | mem=383.9 | psnr_b100=22.081, psnr_set14=21.917, psnr_set5=22.611, psnr_urban100=20.566, ssim_b100=0.315, ssim_set14=0.579, ssim_set5=0.481, ssim_urban100=0.860 |
    47 | train=0.074967 | val=nan | lr=0.019626 | t_train=12.79 | t_val=12.12 | mem=383.9 | psnr_b100=22.287, psnr_set14=22.092, psnr_set5=22.568, psnr_urban100=20.574, ssim_b100=0.337, ssim_set14=0.580, ssim_set5=0.499, ssim_urban100=0.863 |
    48 | train=0.072801 | val=nan | lr=0.019588 | t_train=12.80 | t_val=12.15 | mem=383.9 | psnr_b100=21.867, psnr_set14=21.704, psnr_set5=22.060, psnr_urban100=20.255, ssim_b100=0.329, ssim_set14=0.614, ssim_set5=0.496, ssim_urban100=0.861 |
    49 | train=0.069777 | val=nan | lr=0.019551 | t_train=12.79 | t_val=12.14 | mem=383.9 | psnr_b100=22.765, psnr_set14=22.549, psnr_set5=23.274, psnr_urban100=21.032, ssim_b100=0.371, ssim_set14=0.641, ssim_set5=0.534, ssim_urban100=0.876 |
